Country ID,Country Name,PA Category,# PAs,Mean area of PAs,Area of largest PA,Name of largest PA,Year of establ. Of largest PA
136,Malaysia,V,7,162.32,877.26,Endau-Kota Tinggi (West),1933
136,Malaysia,VI,1,227.42,227.42,Kulamba,1984
138,Mali,ALL,25,3092.5,28753.25,Réserve partielle de faune dite des Eléphants du Gourma,1959
138,Mali,II,4,493.03,624.34,Parc National Kouroufing,2002
138,Mali,IV,13,5065.24,28753.25,Réserve partielle de faune dite des Eléphants du Gourma,1959
138,Mali,VI,8,1186.53,5030.89,Zone d'Intérêt Cynégétique de Tidermene-Alata,2004
139,Malta,ALL,191,6.34,557.9,Il-Baħar ta' madwar Għawdex,2016
139,Malta,Ia,2,0.09,0.11,Il-Gżejjer Selmunett (Gżejjer ta' San Pawl),1993
139,Malta,II,1,2.5,2.5,"Il-Majjistral, Park ta’ Natura u Storja",2007
139,Malta,III,6,0.03,0.07,"Bidnija, Wardija (Żebbuġ Antik)",1933
139,Malta,IV,168,6.74,557.9,Il-Baħar ta' madwar Għawdex,2016
139,Malta,V,13,4.85,28.65,Diversi Rdumijiet,1996
139,Malta,VI,1,13.0,13.0,Il-Baħar ta' Madwar Filfla,1990
140,Marshall Islands,ALL,11,477.98,2800.12,Rongelap,2002
140,Marshall Islands,Ib,4,282.36,1028.58,Ailinginae,2002
140,Marshall Islands,VI,7,589.76,2800.12,Rongelap,2002
141,Martinique,ALL,51,19.17,743.17,Martinique,1976
141,Martinique,Ia,2,15.43,23.15,Montagne Pelée,2007
141,Martinique,III,1,146.66,146.66,Etangs des Salines,1998
141,Martinique,IV,47,1.21,8.92,Baie de Genipa,2004
141,Martinique,V,1,743.17,743.17,Martinique,1976
142,Mauritania,ALL,1,11925.74,11925.74,Banc d'Arguin,1978
142,Mauritania,II,1,11925.74,11925.74,Banc d'Arguin,1978
143,Mauritius,ALL,21,5.85,56.49,Black River Gorges,1994
143,Mauritius,II,3,21.03,56.49,Black River Gorges,1994
143,Mauritius,IV,18,3.32,28.27,Poudre d'Or,2000
144,Mayotte,ALL,24,2867.77,68801.07,Mayotte,2010
144,Mayotte,IV,23,1.11,5.03,Pointes et Plages de Saziley et Charifou,1997
144,Mayotte,V,1,68801.07,68801.07,Mayotte,2010
145,Mexico,ALL,568,1326.52,391265.23,Pacífico Mexicano Profundo,2016
145,Mexico,Ia,45,10556.67,391265.23,Pacífico Mexicano Profundo,2016
145,Mexico,Ib,5,1408.43,3213.69,Cabeza Prieta,1990
145,Mexico,II,76,139.1,3102.11,Big Bend,1944
145,Mexico,III,4,35.44,60.67,Cerro de La Silla,1991
145,Mexico,IV,11,1759.39,12226.18,Lower Rio Grande Valley,1979
145,Mexico,V,7,388.81,1335.8,Organ Pipe Cactus,1978
145,Mexico,VI,420,568.05,25241.62,Valle de Los Cirios,2000
146,Micronesia,ALL,2,236.29,472.34,Orloluk,0
146,Micronesia,V,2,236.29,472.34,Orloluk,0
147,Moldova,ALL,6,23.08,81.07,Lunca Joasa a Prutului Inferior,2005
147,Moldova,III,1,43.59,43.59,Râul Prut,1994
147,Moldova,IV,4,3.45,11.98,Lunca joasa a Prutului,1994
147,Moldova,V,1,81.07,81.07,Lunca Joasa a Prutului Inferior,2005
149,Mongolia,ALL,97,2791.88,53464.88,Great Gobi,1975
149,Mongolia,Ia,8,8701.27,53464.88,Great Gobi,1975
149,Mongolia,Ib,10,5150.0,18314.87,"Gobiin baga /A/, /B/",1996
149,Mongolia,II,31,3767.75,26943.35,Gobi Gurvansaikhan range,1993
149,Mongolia,III,16,86.24,312.29,Dayandeerxiin agui,2006
149,Mongolia,IV,1,1490.05,1490.05,Kosh-Agachskiy,1989
149,Mongolia,VI,31,968.77,4545.31,Toson Hulslai,1998
150,Montenegro,ALL,10,129.82,324.94,Piva,2015
150,Montenegro,Ia,1,102.76,102.76,Lumi i Gashit,1996
150,Montenegro,II,5,74.96,214.15,Lugina e Valbones,1996
150,Montenegro,IV,1,265.41,265.41,Liqenit i Shkodres,2005
150,Montenegro,V,3,185.09,324.94,Piva,2015
151,Montserrat,ALL,1,11.18,11.18,Centre Hills,2014
151,Montserrat,VI,1,11.18,11.18,Centre Hills,2014
152,Morocco,ALL,10,766.74,1661.29,Khenefiss National Park,2006
152,Morocco,II,10,766.74,1661.29,Khenefiss National Park,2006
153,Mozambique,ALL,20,3178.07,22859.87,Niassa,1960
153,Mozambique,II,9,3556.06,22859.87,Niassa,1960
153,Mozambique,IV,6,3833.63,8146.6,Quirimbas,2002
153,Mozambique,V,2,3626.76,4050.18,Bloco E Niassa Hunter,0
153,Mozambique,VI,3,433.87,1083.37,Regime de Vigilância da Extinta Coutada No. 3 (Nkanga Ntoce),1965
154,Myanmar,ALL,64,1173.0,11836.17,Shark P.A,2004
154,Myanmar,Ia,11,1173.25,3715.96,Thungyai Naresuan,1974
154,Myanmar,II,18,975.24,4331.66,Hkakaborazi N.P,1996
154,Myanmar,III,1,137.98,137.98,Kyaikhtiyoe W.S,2001
154,Myanmar,IV,34,1308.05,11836.17,Shark P.A,2004
155,Namibia,ALL,20,8143.6,50991.18,Namib-Naukluft,1986
155,Namibia,Ib,2,18306.23,26050.6,Gemsbok,1971
155,Namibia,II,11,10562.22,50991.18,Namib-Naukluft,1986
155,Namibia,III,2,0.74,1.07,Gross Barmen Hot Springs,1968
155,Namibia,IV,1,9.94,9.94,Cape Cross Seal Reserve,1969
155,Namibia,V,3,173.91,244.23,Hardap Recreation Resort,1968
155,Namibia,VI,1,9541.99,9541.99,Namibian Islands Marine Protected Area,2009
157,Nepal,ALL,37,1027.0,7789.78,Annapurna,1992
157,Nepal,II,13,1039.37,3611.23,Shey-Phoksundo,1984
157,Nepal,IV,5,380.6,559.37,Parsa,1984
157,Nepal,VI,19,1188.65,7789.78,Annapurna,1992
158,Netherlands,ALL,291,62.04,3449.65,Niedersächsisches Wattenmeer,1986
158,Netherlands,II,21,231.3,3449.65,Niedersächsisches Wattenmeer,1986
158,Netherlands,IV,221,55.63,2712.43,Waddenzee,2009
158,Netherlands,V,46,11.43,81.22,LSG-Aachen,1988
158,Netherlands,VI,3,125.14,201.93,openbaar bos Limburg,1990
159,New Caledonia,ALL,31,58107.32,1291642.74,Natural Park of the Coral Sea,2014
159,New Caledonia,Ia,2,113.4,171.72,Yves Merlet,1970
159,New Caledonia,II,5,101831.37,505518.27,Coral Sea,2012
159,New Caledonia,IV,19,15.14,71.48,Reserve Speciale de Faune de la Haute Yate,1960
159,New Caledonia,V,4,3.21,6.67,Îlot Larégnère,1989
159,New Caledonia,VI,1,1291642.74,1291642.74,Natural Park of the Coral Sea,2014
160,New Zealand,ALL,5544,113.52,460049.84,Kermadec,2007
160,New Zealand,Ia,208,92.91,7577.51,Kermadec Islands,1990
160,New Zealand,Ib,11,462.7,1233.95,Glaisnock,1974
160,New Zealand,II,14,2222.62,12734.74,Fiordland,1978
160,New Zealand,III,4361,7.58,1886.21,Cook River to Haast River,1987
160,New Zealand,IV,893,2.57,170.96,Tasman Islands,1957
160,New Zealand,V,53,386.91,2049.46,Victoria Forest,1981
160,New Zealand,VI,4,129494.54,460049.84,Kermadec,2007
161,Nicaragua,ALL,54,447.49,8887.97,Cayos Miskitos y Franja Costera Inmediata,1991
161,Nicaragua,Ia,1,8887.97,8887.97,Cayos Miskitos y Franja Costera Inmediata,1991
161,Nicaragua,II,3,1319.67,3778.15,Patuca,1987
161,Nicaragua,III,2,108.3,180.57,Archipiélago de Solentiname,1990
161,Nicaragua,IV,47,90.31,624.42,Estero Real,1983
161,Nicaragua,VI,1,6856.15,6856.15,Bosawas,1991
162,Niger,ALL,11,28251.12,99331.43,Parc Culturel du Tassili (Illizi),1972
162,Niger,Ia,1,12805.64,12805.64,Addax Sanctuary,1988
162,Niger,II,4,27454.95,99331.43,Parc Culturel du Tassili (Illizi),1972
162,Niger,IV,6,31356.16,97923.73,Réserve Naturelle et Culturelle de Termit-Tintoumma,2012
163,Nigeria,ALL,18,1707.3,5906.18,Gashaka-Gumti,1991
163,Nigeria,Ia,1,4.93,4.93,Lekki,0
163,Nigeria,II,8,2760.93,5906.18,Gashaka-Gumti,1991
163,Nigeria,IV,9,959.89,2402.58,Yankari,1991
164,Niue,ALL,1,57.69,57.69,Hakupu Cultural and Heritage Park,1998
164,Niue,III,1,57.69,57.69,Hakupu Cultural and Heritage Park,1998
165,Norfolk Island,ALL,4,31555.47,126214.94,Norfolk,2012
165,Norfolk Island,II,2,3.44,4.95,Norfolk Island (Mt Pitt),1993
165,Norfolk Island,IV,1,0.06,0.06,Norfolk Island,1993
165,Norfolk Island,VI,1,126214.94,126214.94,Norfolk,2012
166,North Korea,ALL,16,47.59,497.92,Hasanskiy,1997
166,North Korea,II,1,497.92,497.92,Hasanskiy,1997
166,North Korea,IV,14,18.69,82.22,Mt. Baekam Forest Reserve,2006
166,North Korea,V,1,1.93,1.93,Dumujin in Baeknyeongdo Island Ongjin,1997
168,Northern Mariana Islands,ALL,19,13575.94,256880.64,Marianas Trench,2009
168,Northern Mariana Islands,Ia,2,2.29,2.77,Forbidden Island,2000
168,Northern Mariana Islands,III,1,0.65,0.65,American,0
168,Northern Mariana Islands,IV,2,113.86,222.62,Mariana Arc Of Fire,2009
168,Northern Mariana Islands,V,14,18407.85,256880.64,Marianas Trench,2009
169,Norway,ALL,2520,34.56,5526.66,Vindelfjällen,1974
169,Norway,Ia,1993,4.11,402.6,Froan,1979
169,Norway,Ib,22,1128.8,5526.66,Vindelfjällen,1974
169,Norway,II,43,814.75,3421.14,Hardangervidda,1981
169,Norway,III,107,0.01,0.34,Repparfjord,1983
169,Norway,IV,222,25.81,2314.42,Setesdal Vesthei Ryfylkeheiane,2000
169,Norway,V,133,100.0,1201.44,Trollheimen,1987
170,Oman,ALL,6,1439.44,4852.7,Jabal Samhan Nature Reserve,1997
170,Oman,II,2,3848.78,4852.7,Jabal Samhan Nature Reserve,1997
170,Oman,IV,2,247.03,281.83,Ra's Al Hadd,1996
170,Oman,V,2,222.51,297.3,Al Jabal Al AKhdar Scenic Reserve,2011
171,Pakistan,ALL,63,884.0,13647.36,Kachchh Desert,1986
171,Pakistan,II,6,1640.11,3340.51,Khunjerab,1975
171,Pakistan,IV,50,894.54,13647.36,Kachchh Desert,1986
171,Pakistan,V,5,188.68,626.92,Hazar Ganji-Chiltan,1980
171,Pakistan,VI,2,90.4,103.32,Wam,1962
172,Palau,ALL,25,10.42,169.04,Ngaremeduu,0
172,Palau,V,25,10.42,169.04,Ngaremeduu,0
173,Palestina,ALL,29,9.07,54.76,Shubash,0
173,Palestina,Ia,4,4.56,13.08,Suba,0
173,Palestina,III,2,0.02,0.04,En Nabi Gheit,0
173,Palestina,IV,22,10.95,54.76,Shubash,0
173,Palestina,V,1,3.74,3.74,Wadi el Quff,0
174,Panama,ALL,25,671.24,5716.67,Darién,1980
174,Panama,II,13,1049.65,5716.67,Darién,1980
174,Panama,III,2,43.36,82.47,Barro Colorado,1977
174,Panama,IV,6,89.92,244.59,Isla Cañas,1994
174,Panama,V,1,3.88,3.88,Lago Gatún,1986
174,Panama,VI,3,835.14,1688.62,Palo Seco,1983
175,Papua New Guinea,ALL,5,719.68,3337.71,Maza (I),1978
175,Papua New Guinea,VI,5,719.68,3337.71,Maza (I),1978
177,Paraguay,ALL,90,306.03,7081.43,Defensores del Chaco,1975
177,Paraguay,Ia,2,9.95,17.56,Ybera,2015
177,Paraguay,II,16,1181.55,7081.43,Defensores del Chaco,1975
177,Paraguay,III,12,190.65,1216.99,Cerro Cabrera - Timane,2001
177,Paraguay,IV,48,115.84,1322.05,Area de proteccion del Quebracho Colorado,0
177,Paraguay,V,3,1.51,3.95,Salto del Moday,2012
177,Paraguay,VI,9,85.01,337.99,Lago Ypacarai,2014
178,Peru,ALL,73,3122.58,25235.03,Alto Purús,2004
178,Peru,Ia,1,796.1,796.1,Estação Ecológica Rio Acre,1981
178,Peru,II,18,6900.12,25235.03,Alto Purús,2004
178,Peru,III,13,281.12,2169.13,Megantoni,2004
178,Peru,IV,3,69.69,122.59,Bosques Nublados de Udima,2011
178,Peru,V,2,3579.38,4931.17,Sub Cuenca del Cotahuasi,2005
178,Peru,VI,36,2553.54,21861.84,Pacaya Samiria,1972
179,Philippines,ALL,261,300.29,11848.49,Palawan,1975
179,Philippines,II,36,382.39,4610.29,Samar Island,2003
179,Philippines,III,7,69.34,150.9,Chocolate Hills,1997
179,Philippines,IV,17,1673.32,11848.49,Palawan,1975
179,Philippines,V,140,228.13,5383.28,Tañon Strait,1998
179,Philippines,VI,61,61.32,805.21,Upper Agno River Basin,2000
181,Poland,ALL,1639,22.61,884.29,Belowezskaya Pushcha,1939
181,Poland,Ia,8,3.31,7.61,Stuzica,1965
181,Poland,Ib,5,30.1,59.6,Ticha dolina,1991
181,Poland,II,21,202.05,884.29,Belowezskaya Pushcha,1939
181,Poland,III,5,4.96,16.19,Reka Krasnaya,1974
181,Poland,IV,1462,1.87,296.7,Vishtynetskiy,1994
181,Poland,V,138,216.53,861.4,Park Krajobrazowy Dolina Baryczy,1996
182,Portugal,ALL,204,64.98,1866.37,Sierra de Aracena y Picos de Aroche,1989
182,Portugal,Ia,13,39.05,251.24,Parque Natural Tajo Internacional,2006
182,Portugal,Ib,15,9.64,28.92,Vale da Ribeira da Janela,1982
182,Portugal,II,1,696.38,696.38,Peneda-Gerês,1971
182,Portugal,III,21,1.96,9.67,Portas de Rodão,2009
182,Portugal,IV,61,17.13,240.07,Estuário do Sado,1980
182,Portugal,V,47,203.97,1866.37,Sierra de Aracena y Picos de Aroche,1989
182,Portugal,VI,46,26.85,445.2,Madeira,1982
183,Puerto Rico,ALL,75,49.21,1578.1,Isla de Mona,1986
183,Puerto Rico,Ia,6,4.44,9.13,"El Pantano, Bosque de Pterocarpus y Lagunas Mandry y Santa Teresa",1984
183,Puerto Rico,Ib,1,41.72,41.72,El Toro,1989
183,Puerto Rico,III,1,0.22,0.22,Estación Experimental Agrícola,0
183,Puerto Rico,IV,6,59.08,265.2,Punta Yegüas,1975
183,Puerto Rico,V,48,61.46,1578.1,Isla de Mona,1986
183,Puerto Rico,VI,13,24.4,116.7,El Yunque,1903
184,Qatar,ALL,1,0.8,0.8,Al Shahaniyah Park,1979
184,Qatar,IV,1,0.8,0.8,Al Shahaniyah Park,1979
185,Republic of Congo,ALL,15,2731.63,13695.16,Odzala Kokoua,2005
185,Republic of Congo,II,6,4926.95,13695.16,Odzala Kokoua,2005
185,Republic of Congo,IV,9,1268.09,4541.6,Lac Télé,2001
186,Reunion,ALL,30,59.99,1060.68,Réunion,2007
186,Reunion,Ia,5,15.95,41.69,Hauts de Saint-Philippe,1987
186,Reunion,II,1,1060.68,1060.68,Réunion,2007
186,Reunion,IV,23,5.59,48.1,Bebour,1994
186,Reunion,V,1,530.61,530.61,Réunion [aire d'adhésion],2007
187,Romania,ALL,793,19.89,1333.65,Muntii Maramuresului,2005
187,Romania,Ia,37,18.53,414.32,Karpatskiy,1968
187,Romania,II,14,272.23,637.51,Nacionalni park Djerdap,1974
187,Romania,III,173,0.98,44.15,Vrsacke planine,1982
187,Romania,IV,544,3.97,190.55,Complexul Sacalin Zatoane,1961
187,Romania,V,20,443.85,1333.65,Muntii Maramuresului,2005
187,Romania,VI,5,14.29,58.24,Kalimok - Brashlen,2001
188,Russia,ALL,2060,1091.46,139554.97,Zemlya Frantsa-Iosifa / Franz Josef Land,1994
188,Russia,Ia,121,4300.04,38894.65,Bolshoy Arktichesky / Great Arctic,1993
188,Russia,Ib,7,3144.21,17453.45,Khan Khentii,2012
188,Russia,II,68,2953.56,22820.03,Momskiy,1996
188,Russia,III,440,32.45,807.2,Ostrov Iony s prilegajuschej vodnoj territoriej,0
188,Russia,IV,1192,953.26,139554.97,Zemlya Frantsa-Iosifa / Franz Josef Land,1994
188,Russia,V,118,76.4,909.99,Ostrov Morotskoe,0
188,Russia,VI,114,3032.33,20184.1,Muna,1995
189,Rwanda,ALL,8,1331.12,7878.93,Virunga,1925
189,Rwanda,II,5,1917.8,7878.93,Virunga,1925
189,Rwanda,IV,3,353.32,1025.45,Nyungwe,1933
190,Saint-Barthélemy,ALL,5,31.9,146.66,Etangs des Salines,1998
190,Saint-Barthélemy,III,1,146.66,146.66,Etangs des Salines,1998
190,Saint-Barthélemy,IV,4,3.21,12.59,Saint-Barthélemy,1996
191,Saint-Martin,ALL,22,8.6,146.66,Etangs des Salines,1998
191,Saint-Martin,III,1,146.66,146.66,Etangs des Salines,1998
191,Saint-Martin,IV,21,2.03,33.87,Saint-Martin,1998
192,Saint Helena,ALL,8,2.45,10.29,Green Mountain National Park,2005
192,Saint Helena,Ia,1,0.05,0.05,Boatswain Bird Island Sanctuary,2014
192,Saint Helena,IV,6,1.54,3.39,Letterbox Peninsula Nature Reserve,2014
192,Saint Helena,V,1,10.29,10.29,Green Mountain National Park,2005
194,Saint Lucia,ALL,6,22.28,92.48,Castries and Dennery Waterworks Reserve and Marquis,1916
194,Saint Lucia,II,1,92.48,92.48,Castries and Dennery Waterworks Reserve and Marquis,1916
194,Saint Lucia,V,5,8.24,17.09,"West Coast (incl. Soufriere, Rachette Reefs, Petit Piton, Gros Piton and Anse Chastenets)",1995
195,Saint Pierre and Miquelon,ALL,2,7.09,14.06,Isthme de Miquelon-Langlade,2005
195,Saint Pierre and Miquelon,IV,2,7.09,14.06,Isthme de Miquelon-Langlade,2005
196,Saint Vincent and the Grenadines,ALL,29,9.27,52.07,Tobago Cays-Mayreau,1987
196,Saint Vincent and the Grenadines,II,2,52.07,52.07,Tobago Cays-Mayreau,1987
196,Saint Vincent and the Grenadines,IV,24,5.94,29.98,Richmond,0
196,Saint Vincent and the Grenadines,V,1,5.63,5.63,Mustique,0
196,Saint Vincent and the Grenadines,VI,2,8.26,13.03,Union-Palm Island,1987
197,Samoa,ALL,2,49.1,50.36,O Le Pupū Puē National Park,2016
197,Samoa,II,2,49.1,50.36,O Le Pupū Puē National Park,2016
200,Saudi Arabia,ALL,31,3222.26,19368.52,Al-Khunfah,1987
200,Saudi Arabia,Ia,2,8056.2,13853.96,Harrat al-Harrah,1987
200,Saudi Arabia,II,2,1303.8,1819.17,Ibex Reserve (Hawtat Bani Tamin),1988
200,Saudi Arabia,III,2,104.53,172.24,Rawdat Khuraym,0
200,Saudi Arabia,IV,4,258.8,1011.27,Demilitarized Zone Natural Reserve,2011
200,Saudi Arabia,V,3,456.55,629.39,The Haram of Makkah,0
200,Saudi Arabia,VI,18,4364.22,19368.52,Al-Khunfah,1987
201,Senegal,ALL,13,1721.88,8283.42,Niokolo Koba,1954
201,Senegal,II,6,1579.55,8283.42,Niokolo Koba,1954
201,Senegal,IV,3,4096.13,6717.4,Ferlo-Sud,1972
201,Senegal,V,2,154.46,301.85,Kalissaye,2017
201,Senegal,VI,2,154.89,204.59,Baobolon Wetland Reserve,1996
202,Serbia,ALL,239,26.68,1280.55,Portile de Fier,1980
202,Serbia,Ia,7,0.65,4.16,Bagremara,2007
202,Serbia,Ib,1,0.44,0.44,Vinatovaca,1957
202,Serbia,II,3,335.69,637.51,Nacionalni park Djerdap,1974
202,Serbia,III,167,0.55,44.15,Vrsacke planine,1982
202,Serbia,IV,35,39.53,353.03,Deliblatska pescara,1965
202,Serbia,V,24,155.41,1280.55,Portile de Fier,1980
202,Serbia,VI,2,79.32,128.21,Vlasina,2006
203,Seychelles,ALL,8,51.72,353.81,Aldabra,1981
203,Seychelles,Ia,2,177.76,353.81,Aldabra,1981
203,Seychelles,Ib,1,8.27,8.27,African Banks,1987
203,Seychelles,II,5,10.0,21.46,Silhouette Marine,1987
204,Sierra Leone,ALL,7,322.78,740.09,Outamba,1995
204,Sierra Leone,II,5,406.74,740.09,Outamba,1995
204,Sierra Leone,IV,1,12.59,12.59,Tiwai Island Sanctuary,1987
204,Sierra Leone,VI,1,213.2,213.2,Kangari Hills,2012
205,Singapore,ALL,4,8.42,30.64,Central Catchment Nature Reserve,1990
205,Singapore,Ib,4,8.42,30.64,Central Catchment Nature Reserve,1990
206,Sint Maarten,ALL,1,146.66,146.66,Etangs des Salines,1998
206,Sint Maarten,III,1,146.66,146.66,Etangs des Salines,1998
207,Slovakia,ALL,1143,13.6,1203.98,Beskydy,1973
207,Slovakia,Ia,351,1.29,14.36,Choc,1982
207,Slovakia,Ib,23,19.45,59.6,Ticha dolina,1991
207,Slovakia,II,14,268.16,759.6,Nizke Tatry,1978
207,Slovakia,III,306,0.07,3.78,Cachticka jaskyna,1972
207,Slovakia,IV,422,0.68,48.6,Stuzhitsya,0
207,Slovakia,V,27,391.83,1203.98,Beskydy,1973
208,Slovenia,ALL,1257,3.56,839.54,Triglavski narodni park,1924
208,Slovenia,Ia,5,0.42,0.81,Ribniki v dolini Drage pri Igu,2008
208,Slovenia,Ib,49,1.45,22.43,Dolina Triglavskih jezer,1990
208,Slovenia,II,1,839.54,839.54,Triglavski narodni park,1924
208,Slovenia,III,1147,0.17,18.8,Soča (reka),1990
208,Slovenia,IV,5,23.08,94.3,Parco naturale delle Prealpi Giulie,1996
208,Slovenia,V,50,65.21,462.48,Krajinski park Goričko,2003
209,Solomon Islands,ALL,2,148.6,154.53,Arnavon Islands,1995
209,Solomon Islands,V,1,142.67,142.67,Tetepare,2002
209,Solomon Islands,VI,1,154.53,154.53,Arnavon Islands,1995
211,South Africa,ALL,6,5426.54,26050.6,Gemsbok,1971
211,South Africa,Ib,1,26050.6,26050.6,Gemsbok,1971
211,South Africa,II,2,2266.96,4370.33,Ai-Ais Hot Springs,2002
211,South Africa,IV,3,658.24,1152.7,Zona de Vigilancia da REM,1969
212,South Georgia and the South Sandwich Islands,ALL,1,1069871.67,1069871.67,South Georgia and South Sandwich Islands Marine Protected Area,2012
212,South Georgia and the South Sandwich Islands,VI,1,1069871.67,1069871.67,South Georgia and South Sandwich Islands Marine Protected Area,2012
213,South Korea,ALL,1636,12.25,2649.83,Baekdudaegan Mountains Reserve,2005
213,South Korea,Ia,14,167.38,771.74,Wando-Doam Bay,2000
213,South Korea,II,16,384.18,2324.57,Dadohaehaesang,1981
213,South Korea,IV,1119,5.99,2649.83,Baekdudaegan Mountains Reserve,2005
213,South Korea,V,181,13.84,232.36,Deogyusan,1975
213,South Korea,VI,306,7.67,372.87,Geum River Riparian Buffer Zone,2002
214,South Sudan,ALL,30,5384.74,33009.74,Bili-Uere,0
214,South Sudan,II,8,7091.87,19886.96,Boma,1986
214,South Sudan,IV,2,6976.09,13764.22,Zemongo,1940
214,South Sudan,V,1,1168.11,1168.11,Imatong,1952
214,South Sudan,VI,19,4720.37,33009.74,Bili-Uere,0
215,Spain,ALL,1003,73.0,4009.64,Golfe du Lion,2011
215,Spain,Ia,13,25.23,251.24,Parque Natural Tajo Internacional,2006
215,Spain,Ib,60,4.79,82.55,Valle de Iruelas,1997
215,Spain,II,100,129.98,1075.82,Alto Tajo,2000
215,Spain,III,268,3.86,183.41,Palancares y Tierra Muerta,2001
215,Spain,IV,191,13.39,1151.2,Sierra de San Pedro,1998
215,Spain,V,323,164.06,4009.64,Golfe du Lion,2011
215,Spain,VI,48,62.95,710.18,Reserva Marina de la Isla Graciosa y de los Islotes del Norte de Lanzarote,1995
217,Sri Lanka,ALL,523,37.91,1321.96,Wilpattu,1938
217,Sri Lanka,Ia,66,25.36,385.8,Kumbukkan,2009
217,Sri Lanka,Ib,383,26.92,992.45,Nuwaragala,1929
